race_id,furlong_times,corner1_order,corner2_order,corner3_order,corner4_order,pace_up_pos,bias_1corner,bias_2corner,bias_backstr,bias_3corner,bias_4corner,bias_straight,race_comment
202308030203,"12.6,11.2,11.8,11.9,12.4,12.1,11.9,11.3,11.8,,,,,,,,,",,,"(5,*7)9,6(4,2)(3,8,1)","(5,*7)9,6(4,2)(3,8,1)",2.0,,,222,222,32223,22222,芝は今週からＢコースで、内の荒れた所はほぼカバー。少頭数での２歳未勝利戦で人気は上位３頭に集中。プルーフリーダーがハナ。好位を追走したブロードグリンが、４角で外から進出して追い比べを制す。人気のリチャードバローズは後方でジックリ運ぶも、坂の下りでムチが入り、直線は外に出すも伸びはジリジリ。
202308030204,"12.5,11.2,11.9,12.3,11.9,11.7,11.3,11.5,,,,,,,,,,",,,"(*3,6)(2,9,8)16(1,11)5(4,14)(12,10,17)-15(13,7)","(*3,6)8(2,9)16(1,11)4,14(12,5)(17,15)10,7,13",0.0,,,222,222,32223,22222,芝は今週からＢコースで、内の荒れた所はほぼカバー。多頭数での牝馬限定の２歳新馬戦で、フレミングフープが抜けた人気に。スンナリ２番手を追走したラブディーヴァが、直線半ばで逃げるショウナンラウールを捉えて抜け出した。人気のフレミングフープはダッシュ付かずで道中は中団馬群の内を追走。直線は外に出して最速の上がりで追い上げるも２着まで。２着馬以外、先行馬が粘り込む。
202308030205,"13.1,11.6,13.0,12.9,12.8,12.5,11.7,11.7,11.2,11.5,,,,,,,,","1,5-3(2,7)(4,6)-8","1,5(2,3)(4,7)(8,6)","1,5(2,3)7,4-(8,6)","1(2,5)(3,7)4-6-8",4.0,222,222,222,222,32223,22222,芝は今週からＢコースで、内の荒れた所はほぼカバー。少頭数での２歳新馬戦で、良血のハミングが抜けた人気に。内からダンツトレントか掛かり加減に先手。直線も粘り込みを図るが、後方追走から勝負所でモタ付いたミスタージーティーが、直線半ばでエンジンが掛かると一気の脚で差し切り勝ち。好位の内を巧く立ち回ったハヤテノフクノスケが直線も内を突いて２着を確保。人気のハミングは好位を追走するも、直線は切れ負け。
202308030206,"11.8,10.9,11.8,12.1,12.2,12.6,13.3,,,,,,,,,,,",,,"5(10,12)(1,14)-13(2,9)6,4(7,11)15,8-3","5,10(12,14)1(13,6)-2(9,7)(4,15,11,8)-3",0.0,,,222,222,22222,22222,ダートは乾いて力の要る状態。多頭数での３歳上１勝クラス戦で、人気はやや割れ加減。やや激しくなった先行争いを制したフィルムアクトレスがゴール前まで粘るも、道中は中団だった人気の４枠２頭が外から伸びて前を捉える。中団前から直線で早めに前を追ったドライグが渋太く粘って僅差の３着争い先着。人気の一頭のパスカリは、２番手を追走し直線は追われて伸びず。
202308030207,"12.4,11.0,12.6,12.4,12.2,12.7,12.9,13.0,13.3,,,,,,,,,","(1,*12)-4,7,11,2(8,9)6(3,10)-5","(*1,12)(4,7)2,11(8,9)-6,10,3-5","(*1,7)-(12,4)(2,9)(8,10)6,11,3-5","(*1,7)-(4,10)9(12,2,8)(6,3)-(5,11)",0.0,222,222,222,222,22222,22222,ダートは乾いて力の要る状態。手頃な頭数での３歳上２勝クラス戦。休み明けながらアウトレンジが人気に。内からスタートを決めたカネトシブルームが先手を主張するも、外からアウトレンジが折り合い欠いて並び掛け、先行馬は出入りのある展開に。直線で先行勢が苦しくなり、後方を追走し３角で外から動いたタガノアレハンドラが、４角で外から前を捉える。しかし更に外からオメガタキシードが伸びて追い比べを制す。前２頭からやや離された３着にサルマンが中団後ろから追い上げる。
202308030208,"11.9,10.7,11.5,11.8,12.1,13.2,,,,,,,,,,,,",,,"1-2,11(6,8)14(4,7)10(9,13)-12-5,3","1-2,11(6,8,14)10(4,7)(9,13)-(5,3,12)",0.0,,,222,222,22222,22222,ダートは乾いて力の要る状態。多頭数での３歳上２勝クラス戦で人気は割れ加減。内から二の脚で先手を取ったダノンセシボンが後続をやや離して逃げて一杯に押し切る。中団外から早めに前を追ったシゲルファンノユメが、直線半ばで２番手に上がって人気のコンクエストの追撃を抑えて２着を確保。
202308030209,"12.1,11.4,13.0,12.4,12.5,12.4,12.5,13.2,13.5,,,,,,,,,","3,6,7,2(4,10)5,11-8,9-1","(*3,6)7(2,4,10)5-11-8,9-1","(*3,6)7(2,4)(5,11,10)9,8-1","(*3,6)7(2,4)(5,11)(8,9)10,1",6.0,222,222,222,222,22222,22222,ダートは乾いて力の要る状態。手頃な頭数での２歳１勝クラス戦で人気は割れる。ブループリマドンナがハナ。２番手追走のアンモシエラが４角で前に並び掛ける早めの競馬でそのまま押し切る。好位追走組の直線の伸びは一息で、道中後方だった７枠２頭が直線外に出して追い上げるも２・３着まで。
202308030210,"11.9,10.4,10.6,11.0,11.6,11.8,,,,,,,,,,,,",,,"7,8(9,17)16,15(3,1,13)4(2,14)18,10,12(6,11)5","7,8(9,17)-(15,16)(1,13)4(3,2,14)18,10(6,11,12)5",0.0,,,222,222,32223,22222,芝は今週からＢコースで、内の荒れた所はほぼカバー。フルゲートでの３歳上３勝クラス戦で人気は非常に割れる。４枠２頭が先行してやや速い流れとなり、前に行った馬は踏ん張れず。道中は中団の内にいたショウナンハクラクが直線で前が開くと一気の脚で抜け出す。中団の外を追走したブッシュガーデンも、馬場中央を伸びたが終いは切れ負け。先行馬が下がるのを見越して外に出した差し馬が台頭。
202308030211,"12.1,11.3,12.9,12.5,12.4,12.3,12.1,12.6,12.7,,,,,,,,,","12,16(1,9)(3,7)14(11,4)8-(5,15)6,2-13,10","12-16(1,9)(3,7,14)(11,4)8(5,15)6,2-13,10","12(16,9)(1,3,7)(14,4)11,8,15(5,10)(2,6)13","12-(16,7)(1,14,4)9(11,3,8)15(5,10)(2,6)13",0.0,222,222,222,222,22222,22222,ダートは乾いて力の要る状態。フルゲートでの３歳上ＧⅢ戦。無傷の４連勝中のセラフィックコールが人気に。ペプチドナイルが先手を主張。外からアイオライトが追い掛けるもさほどペースは上がらず。好位追走のメイクアリープが直線入口で前を捉えに行って押し切りを図るも、スタートで躓いて後方でズブイ面を見せていた人気のセラフィックコールが、一気の脚で抜け出して快勝。人気の一角のウィリアムバローズは中団前から先行馬を追うも、伸びはジリジリ。逃げたペプチドナイルを捉えるのがやっと。
202308030212,"12.2,11.3,11.7,11.5,11.4,11.1,11.8,,,,,,,,,,,",,,"4,8(3,12)(5,7)(1,6,11)14(2,15)9,16(10,17,13)","4,8(3,12)(5,7)(1,6,11)(14,15)(2,9,13)16(10,17)",0.0,,,222,222,32223,22222,芝は今週からＢコースで内の荒れた所はほぼカバー。フルゲートでの３歳上１勝クラス戦で、人気は上位４頭で割れ加減。内から二の脚速く先手を取ったバレルが、直線も渋太く粘る所を、中団馬群追走のオードリーバローズが馬場中央を伸びて人気に応える。人気の一角のサクが勝ち馬に併せて伸びるも２着まで。人気の一頭のパルティクラールはスタートで後手を踏んで後方からになり、４角で大外を回して直線は伸び一息に。
202303030301,"9.6,11.1,11.5,12.3,12.5,12.2,,,,,,,,,,,,",,,"8(9,11)(3,6,16)(13,15)(4,10)7-(12,14)-5,1-2","8(9,11)(3,6,13)(4,10,16)15,7(12,14)=(5,1)=2",0.0,,,113,113,11333,11133,ダートは稍重発表。前週より少し速い時計が出ていた。前半６００Ｍ通過は３５秒３とやや遅めで、先行した２頭のワンツー決着。勝ったパルプフィクションは出脚良くハナに立ち、直線は後続を寄せ付けず完勝。２着カラフルメロディーは好位を追走。絡まれることなく運び、楽にこの着順を確保した。３着ハッピーダンスは、道中は中団を追走。直線はジリジリと追い上げて浮上した形。
202303030302,"7.0,11.2,12.0,13.2,13.2,13.0,13.0,12.7,12.7,,,,,,,,,","(*6,9)(2,4,15)-10,7,5(1,3,8)13(12,14)-11","(*6,9)(2,4,15)-10(5,7)13-(1,8)3(12,14)-11","6(9,15)(2,10)(4,7)8(5,13)-(1,14)-(12,3)-11","6(9,15)(2,10)-7-8,4-5(1,13)(12,3,14)11",0.0,222,222,113,113,11333,11133,ダートは稍重発表。前週より少し速い時計が出ていた。レース中盤に１３秒台のラップが続き、後半の持続力勝負に。勝ったタケノシンセイは中位からジワジワ進出し、終いまで脚が続いて他馬を退けた。２着ファイントパーズも中位を追走。ジリジリと差を詰めて、この着順を確保。３着は逃げたウィルソンウェイ。勝負所の手応えは怪しかったが、懸命に粘り込んだ形。７着以下は勝ち馬から３秒以上離されており、能力差がクッキリと出たレースだった。
202303030303,"12.3,10.7,11.4,11.7,11.9,12.8,,,,,,,,,,,,",,,"(*1,5)6,4(9,10)(11,15)16(7,8,14)(2,12)-(13,3)","(*1,5)(4,6)(11,9)(15,10)(7,16)(8,14)(2,12)-(13,3)",0.0,,,442,442,44422,44422,３回福島２週目。この日はまだ内が伸びるコンディションで、先週に引き続き時計を要していた。平均ペースで流れて行った行ったの決着。勝ったハピアーザンエバーは２番手を追走。直線は逃げ馬とのデッドヒートとなり、残り５０Ｍ付近でこれを競り落として勝利。２着は逃げたシャインヴィーナス。こちらは減量が活きた模様。３着ルクスアドラーは中団を追走。前有利の展開だったが、鋭い伸びを見せてこの着順まで浮上した。
202303030304,"6.9,11.3,11.3,12.0,12.2,12.1,12.5,13.4,13.2,,,,,,,,,","5,15,6,10-(8,12)(13,14)(1,11,9)3,2,7-4","5-15-6,10-8,12,1,13(2,11,14)(3,9)-7,4","5-15-6(8,12,10)(1,11,13)-(2,9,14)-3(4,7)","5-15-8,6(1,10)12(2,11)4(13,3)-(7,9)14",0.0,222,222,113,113,11333,11133,ダートは稍重発表。前週より少し速い時計が出ていた。前半１０００Ｍ通過は５９秒８のハイペース。馬群は縦長となり、前で運んだ２頭のワンツー決着。勝ったショウナンライシンは単独２番手を追走。地道に前を追って、力強い走りで２着馬をなぎ倒した。２着は逃げたモディカ。ハナを切れれば渋太さを発揮できるタイプ。３着ダノンフューチャーは中団後ろを追走。内をスルっと回って直線はジリ浮上した形。
202303030305,"12.7,11.8,12.2,13.5,13.2,12.9,12.5,12.1,12.0,12.3,,,,,,,,","(*2,5,10)(9,12)15(4,6,11)(1,14,16)-(13,3)-7","2(5,10)(9,12)(4,15)(1,6,11)(14,16)(13,3,7)","(2,*5,10)15(9,12)7,4(1,11,3)(14,16)13,6","(*5,15)(2,10)12(9,7)11(4,1,3)(14,16)-13=6",0.0,442,442,442,442,44422,44422,３回福島２週目。この日はまだ内が伸びるコンディションで、先週に引き続き時計を要していた。前半１０００Ｍ通過は６３秒４とスロー。先団で運んだ馬が上位を占めた一戦。勝ったクラッシファイドは２番手を追走。早めに先頭に立って、ラチ沿いを通って粘り込んだ。２着タッケンウルルは中団前から徐々に接近する形。４コーナーで逆手前になるなど荒れっぽい面を見せていたが、この着順を確保できた。３着グランレーヴシチーは好位の後ろを追走。加速局面でややモタつくも、渋太く伸びて浮上した。
202303030306,"12.1,10.5,11.1,11.9,11.9,12.5,,,,,,,,,,,,",,,"(*1,2,15)16(5,3)6(7,11)(10,12,13)4,14,8,9","(*1,2,15)(5,3,16)(6,11)(10,7,13)(4,12,8)(9,14)",0.0,,,442,442,44422,44422,３回福島２週目。この日はまだ内が伸びるコンディションで、先週に引き続き時計を要していた。前半６００Ｍは３３秒７で通過し、差し勢有利な展開に。勝ったビッグボーンリタは中団の外々を追走。直線は追われて確り反応し、抜きんでて速い脚で差し切った。２着マルプリは好位の後ろを追走。狭いところをスッと割れず、ジリジリ浮上した形。３着ラナキラは速い流れのなか、逃げ馬をマークする形。一旦は抜け出す勢いだったが、ペースの影響かゴール前で甘くなってしまい、この着順に。
202303030307,"9.7,10.8,11.1,12.3,12.5,12.8,,,,,,,,,,,,",,,"(*8,15)(2,7)11(3,10)4,9(1,13)(5,16)(6,14)-12","(*8,15)7(2,11)3(4,10)(1,9,13)(5,6,16)14,12",0.0,,,113,113,11333,11133,３回福島３日目。ダートは午後から良馬場に回復。含水率の高い良馬場だが、風の影響もあって馬場差の判定が難しい１日だった。７Ｒはバスドラムガールが逃げ切り勝ち。その他の上位好走馬は先行して惰性で粘り込んだ感じで、唯一後方外から伸びてきたのが３着のキボウノホシだった。勝ち時計１分９秒２は水分多めの良馬場にしては遅く、先行馬がそのまま流れ込んだレース内容からもハイレベルだったとはいえない。風の影響がどれぐらいあったかがポイントか。
202303030308,"13.2,12.1,13.0,13.2,13.5,12.7,13.0,13.1,12.3,11.9,11.9,12.2,12.6,,,,,","4,7,10,11,8(5,12)2,9-(1,3)6","4(7,10)11,8(5,12)2,9-(1,3)6","4(7,10,11)(2,8,12)5,9-(3,6)-1","4(7,11)9(8,10)12,5-(2,3)6=1",5.0,442,442,442,442,44422,44422,３回福島３日目。多少水分を含んだ良馬場で風の影響もあり、冬の福島らしく時計のかかる１日だった。８Ｒは芝２６００ｍ戦で逃げたステラポイントが２着で、番手にいたサイブレーカーが１着。着差はクビ差だが斤量差を考えるとサイブレーカーの走りを評価するべきだろう。３着エルバルーチェが３角９番手→４角４番手と押し上げているが、これは勝負所で他馬が脱落した影響も大きい。サイブレーカーとステラポイントが上がり上位であることからも、２６００ｍを走る体力を備えた馬が順当に好走した印象を受ける。
202303030309,"12.5,11.6,11.6,12.6,12.6,12.0,11.7,12.0,12.1,12.3,,,,,,,,","1,8(5,9)12,4,7(2,10,11)-3,6","1,8(5,9)12(4,7)(2,10,11)(3,6)","(*1,8)9(5,12)7(4,11)(2,10)6,3","(8,*9)(1,5,7,12)4(2,10,11)6,3",5.0,442,442,442,442,44422,44422,３回福島３日目。多少水分を含んだ良馬場で風の影響もあり、冬の福島らしく時計のかかる１日だった。９Ｒは１２頭立ての２０００ｍ戦で道中はほぼ一団で推移。レースに大きな動きはなかったが、勝負所で体力のある馬とない馬で少しずつ差が生まれていた。直線では体力に余裕があったホウオウスーペリアが突き抜けて完勝。離れた２、３着のプラニスフェリオとイゾレエオリアは伸びずバテずといった感じ。他の馬が止まった分スパークタイムリーが追い込んで４着に浮上したが、３着馬に４馬身離されていたので強調はできない。
202303030310,"12.0,10.4,10.9,11.6,12.0,12.8,,,,,,,,,,,,",,,"10(7,11)12,1(6,13)5(8,16)3(14,15)9,4,2","10-7,1(11,12)(6,13)(5,8,9,16)(3,14)(4,15)2",0.0,,,442,442,44422,44422,３回福島３日目。多少水分を含んだ良馬場で風の影響もあり、冬の福島らしく時計のかかる１日だった。１０Ｒは好スタートを決めたペイシャカレンが前半３Ｆを３３．３秒で通過。この馬の単騎逃げとなり、それに続く馬もそれなりに脚を使わされた。結果、レースの上がりは遅くなり、後方で脚をためていた馬が多く上位に好走。接戦のゴール前となったが、勝ったウインモナークは内枠からうまく立ち回れた分僅差をものにできた。
202303030311,"6.8,10.9,12.1,12.6,12.6,12.4,12.5,12.2,12.6,,,,,,,,,","1,3,4(2,8,15)12,13-(9,14)(7,11)10,6-5","1,3(2,4)(8,15)(13,12)(9,14)(7,11)10-6-5","(*1,3)(4,15)(2,8,12)13(9,14,11,10)(7,6)-5","(*1,3)(2,8,15,12)(9,14,4,13)(6,11)7(5,10)",0.0,222,222,113,113,11333,11133,３回福島３日目。ダートは午後から良馬場に回復。含水率の高い良馬場だが、風の影響もあって馬場差の判定が難しい１日だった。１１Ｒは勝負所の馬群が密集していて、どの馬にもチャンスがあるように思えた。しかし、直線では逃げたヴィブラフォンが突き抜けて、番手にいたスマートサニーも渋太く２着。内前を立ち回ったプリンスミノルが３着に入ったように差し馬は伸び切れなかった。ＩＤＭで印が回ったでうまく立ち回れた馬が上位に好走したといえる。
202303030312,"12.3,10.6,11.2,11.7,11.8,12.3,,,,,,,,,,,,",,,"(*2,10,11)13,6,7,3(4,12)(1,8)(5,14)-9","(*2,10)11(13,7)6,4,3(1,8,12)14,5-9",0.0,,,442,442,44422,44422,３回福島３日目。多少水分を含んだ良馬場で風の影響もあり、冬の福島らしく時計のかかる１日だった。１２Ｒは１勝クラスで前半３Ｆ通過が３４．１秒。２勝クラスとはいえ前半３Ｆ通過が３３．３秒だった１０Ｒよりはペースが随分と楽で、１２Ｒは先行馬３頭でのワンツースリーとなっている。４着以下は差し馬が伸びてきているが、３着馬には２馬身半離されていて走破タイムも１分１０秒６～だから強調はできない。
202305050301,"12.0,11.0,12.0,12.7,13.0,12.9,12.8,13.1,,,,,,,,,,",,,"13-8,9(4,11)(5,12)3(14,15)(2,6,10)(1,7)","13-8,4,9,3(11,12)5(14,15)(2,6,10)7,1",0.0,,,222,113,11333,11333,パサパサに乾いて先週よりも時計、上がりの掛かる馬場。外枠から好スタートを決めたイーストウィッチが押して先手を主張。そのまま後続をやや離して速めのペースで引っ張り、４角で苦しくなる馬が多数出る持久力勝負に。逃げていたイーストウィッチが直線の半ばを過ぎてもリードを保ったままで、最後は人気のリーチユアドリームに詰め寄られたがしっかりと粘り込んで押し切り。２歳牝馬には厳しい展開になり、大きく離された５着以下は体力不足だった。
202305050302,"13.1,11.9,11.9,12.2,12.1,11.5,11.0,11.1,,,,,,,,,,",,,"5,4-7(1,6,8)-(2,3)","5,4,7(1,6,8)(2,3)",3.0,,,221,421,22211,22211,全体的に内側は荒れてきたが、それでも時計は出る軽目の馬場は変わらず。少頭数で直ぐに隊列が決まり、緩いペースで流れて道中に動きはなし。直線の切れ味勝負の形から、好位で運んでいた勝ち馬がアッサリと抜け出してムチも使わずに突き離す圧勝。３着以下は後ろで構えていたが伸びが甘く、前で運んでいたケイケイが粘り込んで２着。
202305050303,"12.8,11.5,11.5,12.2,12.5,12.5,12.3,11.9,11.6,11.5,,,,,,,,",,"4,2(1,3)7-8-(5,6)-10,9","4,2(1,3)7-8(5,6)-10-9","(*4,2)-(1,3)7(5,8)(9,6,10)",0.0,,,221,421,22211,22211,全体的に内側は荒れてきたが、それでも時計は出る軽目の馬場は変わらず。クリノアチーバーが促して先頭に立つと、そこから各馬が抑えて運びゆったりとしたペースで流れる。前の５頭が一団で運んで直線へ向き、番手でガッチリと抑えていたコンドライトが持ったまま先頭に。他の先行勢は振り切ったが、大外から勢い良く伸びてきた勝ち馬の勢いには抵抗できず。勝ったフォスターボンドは前走と同様にスタートは悪かったが、追われてからの反応が良く自身の走破時計も詰めて快勝だった。３着以下は速い上がりに対応できず、離されてしまった。
202305050304,"12.4,11.0,11.5,12.4,12.8,12.8,12.4,13.3,,,,,,,,,,",,,"13,3,11-2,6(1,5)12-(7,4,8)-10-9","13,3,11,2(1,6)5-12(4,8)=10-9,7",0.0,,,222,113,11333,11333,パサパサに乾いて先週よりも時計、上がりの掛かる馬場。外枠からダッシュを効かせたユニヴェールが掛かり気味に運んでペースを落とせず。速い流れのまま直線へ向いたが、逃げていたユニヴェールの手応えは良いまま。直線の半ばで後続を振り切るとそのまま危なげなく押し切って完勝。付いていった他の先行勢はバテてしまい、２着以下は差し馬が台頭する結果に。
202305050305,"13.0,12.0,12.7,12.8,12.8,12.6,11.6,11.5,11.3,,,,,,,,,",,"(*8,10)(5,7,11)9(1,3,6)(4,12)-2","8,10(5,7,11)(1,3,9)(4,6)12-2","(*8,10)(5,11)7(1,9)3,6(4,12)2",3.0,,,221,421,22211,22211,全体的に内側は荒れてきたが、それでも時計は出る軽目の馬場は変わらず。好スタートを決めたルージュグレイシアが抑えながら先頭に立ち、後続も折り合いに苦労しながら緩いペースで流れる。直線の入口で先行２騎が後続をやや離したが、ラスト１Ｆで脚色が鈍って後続が殺到。後方で促されて追走していたバードウォッチャーが外へ出して勢いが付くと、並ぶまもなく抜き去って快勝。２～４着馬もしっかりと伸びてはいるが、今回は勝ち馬の力が抜けてた。
202305050306,"12.9,11.3,11.8,12.5,12.9,12.0,11.3,11.4,,,,,,,,,,",,,"(*7,8)-9,13(1,3)12,5(2,11)(4,6,14)-10","(*7,8)9(13,12)1(3,11)2(4,5,14)(10,6)",3.0,,,221,421,22211,22211,全体的に内側は荒れてきたが、それでも時計は出る軽目の馬場は変わらず。５枠の２頭が抑えながら先行し、ゆったりと流れて３番手以下はかなり遅いペース。直線の決め手比べから先にモリノレッドスターが抜け出したが、その後ろから運んでいたのが勝ち馬。加速が付くまでにやや時間はかかったが、ラスト１００ｍの勢いは素晴らしい加速で良く伸びた。
202305050307,"7.0,11.0,11.1,12.3,12.6,12.2,12.3,,,,,,,,,,,",,,"2(8,12)(4,11)(6,16)(1,9)-13-(7,15)5-10,3-14","2(4,8)(11,12)(6,16)1,13(7,15,9)-(5,3)-10-14",0.0,,,222,113,11333,11333,パサパサに乾いて先週よりも時計、上がりの掛かる馬場。内から先手と奪ったビートエモーションに後続もピッタリと付いていき、淀みのない流れ。直線の半ばでビートエモーションが振り切りにかかったが、先行集団から脚を伸ばした勝ち馬が最後までしっかりと伸びて快勝。２着馬もロスの無い立ち回りからしっかりと伸びたが、今回は勝ち馬が強かった。
202305050308,"12.3,11.2,11.5,11.8,12.3,12.5,12.1,12.7,,,,,,,,,,",,,"(*1,4,5)13(3,9,15)16(7,11)(6,8)-(2,14)10=12","(*1,4,5)3(9,13)(7,11,15)(6,16)(2,8)14,10-12",0.0,,,222,113,11333,11333,パサパサに乾いて先週よりも時計、上がりの掛かる馬場。先行勢が一団で運んで速い流れ。好位から４角で先頭に立ったダイシンピスケスが単騎で抜け出して押し切り態勢に入るも、大外から勢い良く伸びたクインズジュピタが最後に交わして決着。３着以下も差し馬が台頭する結果の中で、２着のダイシンピスケスは厳しい展開を良く粘れていた。
202305050309,"12.2,10.8,11.7,12.3,12.4,12.7,13.0,,,,,,,,,,,",,,"9,11(4,15)(1,7,14)13(8,10,12)-(3,16)6,5,2","(*9,11)4(7,15,14)(1,13)(10,12)8-(3,16)5,6-2",0.0,,,222,113,11333,11333,パサパサに乾いて先週よりも時計、上がりの掛かる馬場。ダッシュを効かせたタガノミストが力んだ走りで飛ばして運び、速いペースで引っ張る。直線の半ば過ぎまでは粘っていたが、最後の１Ｆ過ぎで苦しくなる。内外から脚を伸ばしてきた２頭が抜け出して決着。立ち回りの差もあって、最後は内のノヴァエクスプレスが先着。先行勢に厳しい展開になり、３着以下は離された。
202305050310,"12.4,11.1,11.6,11.9,11.4,11.1,11.3,,,,,,,,,,,",,,"6,3,14(1,5,13)(12,15)(2,9,10)11,4,7,8","6,3,14(1,13)(2,5)(9,12,15)10(4,11,7)-8",0.0,,,221,421,22211,22211,全体的に内側は荒れてきたが、それでも時計は出る軽目の馬場は変わらず。押して先手を主張したハギノメーテルを誰も追いかけず、各馬が抑えて運ぶスローペース。直線の切れ味勝負になって内で逃げ粘るハギノを、ロスのない立ち回りをしたアサヒ、ラスールが内目から抜け出して決着。３着以下も外から脚を伸ばしてきた馬達が最後に台頭して接戦に。
202305050311,"12.0,11.0,11.5,11.8,12.1,12.1,12.2,12.5,,,,,,,,,,",,,"11,10(7,13)3(9,8,16)(1,2)-12(14,15)-(4,5)6","(*11,10)-7,13(9,3,16)(1,8,2)(14,15,12)(4,5)6",0.0,,,222,113,11333,11333,パサパサに乾いて先週よりも時計、上がりの掛かる馬場。ダッシュ良く先手を奪ったメイショウウズマサが力んで走り、速いペースで流れて持久戦の形に。直線の半ばで先団追走のドライスタウトが力強く抜け出し、最後までしっかりと脚を使って完勝。２着以下は差し馬が台頭する展開の中で、勝ったドライスタウトは強気の競馬で押し切る強い勝ち方だった。
202305050312,"12.6,11.4,11.9,11.9,11.8,11.5,11.6,11.8,,,,,,,,,,",,,"2-3,6(1,5)(4,7)8","2=3-6(1,5)(4,7)8",0.0,,,221,421,22211,22211,全体的に内側は荒れてきたが、それでも時計は出る軽目の馬場は変わらず。少頭数もあってすんなりと隊列が決まり、逃げたコスモスプモーニが後続を離して運ぶ縦長の隊列も、ペース自体はゆったりと流れて２番手以下は更に緩いペース。直線の切れ勝負になって内で逃げ粘るコスモスプモーニを、人気のディオスバリエンテが鋭く伸びて抜け出す快勝。着差は僅かだが、上位２頭の決め手がここでは抜けていた。
202308030301,"12.2,11.0,12.3,12.4,12.8,12.0,12.8,,,,,,,,,,,",,,"11-(6,9)(2,10)14,4(7,13)12(5,8,3)-1","11(6,9)(2,10,14)4,12,13(5,7,3)8-1",0.0,,,222,222,22222,22222,金曜の雨の影響でダートは重馬場で締まった状態。多頭数での牝馬限定の２歳未勝利戦で、ルージュレイナスが抜けた人気に。スタートはそれほど良くはなかったが二の脚で先手を取ったレオテミスが、直線で後続を突き放して快勝。ダート替わりとブリンカーで一変した。やや口向きの悪い面のあったスマートプレシャスは、中団の外からジリジリと伸びて２着。しかし勝ち馬とは８馬身差。
202308030302,"12.5,11.3,13.0,13.1,13.2,13.0,13.1,13.1,12.9,,,,,,,,,","(*4,5)9(1,7)8(6,12)(11,13)-(3,2,10)","4,5(1,9)8(6,7)12(11,13)2(3,10)","(*4,5)9(1,8)2(7,12)-13,10,11(6,3)","4(5,9,8)(1,2)7,12-13-(3,11)-10,6",0.0,222,222,222,222,22222,22222,金曜の雨の影響でダートは重馬場で締まった状態。手頃な頭数での２歳未勝利戦で、ヴィアダクトとマルチャレアルが人気を二分。好発を切ったリンゴが先手。後続を引き付けての逃げでペースは上がらず。中団の外追走のマルチャレアルが、４角で外から前に取り付き、危なげなく抜け出す。スタート一息で後方だったデトネイションが３角で外に出し、直線は前を追うも差は詰まらず。ただ３着には９馬身の差。人気の一頭のヴィアダクトは勝負所でズブイ面を見せてモタ付き、直線で盛り返すも３着に上がるのがやっと。
202308030303,"12.7,11.2,12.2,12.7,12.4,11.9,12.1,12.4,11.9,12.0,,,,,,,,","1-3,5,6,10,4,9,8-2,7","1-3(6,5)10,4,9,8,7,2","(1,*7)3(6,5)-10(4,9,2)8","(1,*7,3)(6,5)-(10,2)9(4,8)",5.0,222,222,222,222,22222,22222,金曜の雨の影響で芝は重。内は蹄跡がやや目立つ。落ち着いた頭数での２歳未勝利戦で、メリオーレムが抜けた人気。内からシルバヴールが先手も、スタートでアオッて後方だったショウナンハウルが３角で捲り切ってハナへ。２番手追走だったメリオーレムは他馬の捲りに動じず自分のペースを守り、４角で先頭に立って直線は馬場の外に出して抜け出す。好位の内から直線は外に出したアップステートが２着に上がり、途中で捲ったショウナンハウルは踏ん張れずに４着まで。人気の一頭のボイラーメーカーは好位で前を見ながら運ぶも直線はバッタリ
202308030304,"12.7,11.4,11.7,11.9,12.1,11.9,11.7,12.2,,,,,,,,,,",,,"(*6,7)10,9(4,11)(1,5,8)-3=2","(*6,7)10(11,9)4(1,5,8)-3=2",0.0,,,222,222,22222,22222,金曜の雨の影響で芝は重。落ち着いた頭数での２歳新馬戦で人気は３頭に。リュサントノレがハナ。２番手を追走したキーウェーブが早めに先頭に立って押し切る。人気の８枠２頭は好位を追走するも、直線の伸びはジリジリで前に届かず。
202308030305,"12.9,11.8,12.2,13.3,13.7,12.6,11.8,11.0,11.1,,,,,,,,,",,,"7,8,6,11,3(5,10)2,9,4,1","7-(6,8,11)(3,5,10)(2,4)9=1",4.0,,,222,222,22222,22222,金曜の雨の影響で芝は重。落ち着いた頭数での２歳新馬戦で、クイーンズウォークが抜けた人気に。二の脚で先手を取ったオスカーブレーヴが直線も渋太く粘って押し切る。人気のクイーンズウォークはアオって出るもすぐに好位に。ただ直線は勝った逃げ馬との差は詰まらず。人気の１頭のアスクナサニエルは道中促しつつの追走で、直線は内にモタれ加減で伸びる所なく終わる。
202308030306,"12.6,11.1,13.1,13.1,12.5,12.5,12.9,13.1,13.4,,,,,,,,,","(*3,4)5(8,7)-2,9,10","(*3,4)5(8,7)-2,9=10","3(2,5,7)4(8,9)-10","3(2,5,7)(4,9)8,10",5.0,222,222,222,222,22222,22222,金曜の雨の影響でダートは重馬場で締まった状態。人気の予想されたラスハンメルが取り消して９頭立てで人気は４頭に。１角でクープランが前の馬に触れて落馬、その影響で人気のロードアヴニールが大きく外に振られてシンガリに。モズバンディットが先手を取って淡々と逃げて逃げ込みを図るも、外からロードアヴニールが猛然と追い込んで差し切る。
