jockey_code,register_del_flag,register_del_date,jockey_name,jockey_kana,jockey_name_short,area_code,area_name,birthday,first_ride_year,apprentice_class,stable_code,jockey_comment,comment_date,year_leading,year_turf_wr,year_special_w,last_leading,last_turf_wr,last_special_w,data_date,year_turf_1st,year_turf_2nd,year_turf_3rd,year_turf_out,year_dirt_1st,year_dirt_2nd,year_dirt_3rd,year_dirt_out,last_turf_1st,last_turf_2nd,last_turf_3rd,last_turf_out,last_dirt_1st,last_dirt_2nd,last_dirt_3rd,last_dirt_out,total_turf_1st,total_turf_2nd,total_turf_3rd,total_turf_out,total_dirt_1st,total_dirt_2nd,total_dirt_3rd,total_dirt_out
30192,0,20190818,五十嵐冬樹,イガラシ　フユキ,五十冬,3,北海,19750930,2019,0,,騎乗にロスがないしかなりきっちり追える,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30193,1,20021124,国信満,クニノブ　ミツル,国信満,3,北海,19550726,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30194,0,20170820,佐々木国明,ササキ　クニアキ,佐々国,3,北海,19780322,2017,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30195,1,20040918,佐々木明美,ササキ　アケミ,佐々明,3,北海,19750612,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30196,1,20000618,佐宗応和,サソウ　タカカズ,佐宗応,3,大井,19690124,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30197,1,19991218,佐川久芳,サガワ　ヒサヨシ,佐川久,3,高崎,19610214,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30198,1,19991009,佐藤庄一郎,サトウ　シヨウイチロウ,佐藤庄,3,上山,19560212,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30199,1,20060528,佐藤祐樹,サトウ　ユウキ,佐藤祐,3,船橋,19680201,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30200,0,20181104,左海誠二,サカイ　セイジ,左海誠,3,船橋,19750504,2018,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30201,0,20110917,坂下秀樹,サカシタ　ヒデキ,坂下秀,3,北海,19690131,2011,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30202,1,19991204,坂口義幸,サカグチ　ヨシユキ,坂口義,3,愛知,19621001,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30203,1,20010325,坂口重政,サカグチ　シゲマサ,坂口重,3,笠松,19600920,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30204,0,20070805,桜井拓章,サクライ　ヒロアキ,桜井拓,3,北海,19730217,2007,0,,道中のロスが大きそうで馬の消耗度大きい,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30205,0,20200815,鮫島克也,サメシマ　カツヤ,鮫島也,3,佐賀,19630130,2020,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30206,1,20030622,山崎真輝,ヤマサキ　マサテル,山崎真,3,笠松,19740807,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30207,1,20010715,山田延由,ヤマダ　ノブヨシ,山田延,3,上山,19630224,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30208,1,20101023,山田信大,ヤマダ　ノブヒロ,山田信,3,船橋,19740308,2010,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30209,1,20010825,山田和久,ヤマダ　カズヒサ,山田久,3,北海,19680523,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30210,1,19990905,山本泉,ヤマモト　イズミ,山本泉,3,新潟,19750324,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30211,1,19990814,酒井作男,サカイ　サクオ,酒井作,3,北海,19600717,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30212,1,19990619,酒井章,サカイ　アキラ,酒井章,3,北海,19560508,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30213,0,20100807,酒井忍,サカイ　シノブ,酒井忍,3,川崎,19730108,2010,0,,中央での騎乗、若干増える,20021225,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30214,1,20050917,渋谷裕喜,シブヤ　ヒロキ,渋谷裕,3,北海,19710707,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30215,1,19991128,小田部雪,コタベ　ユキ,小田部,3,中津,19760604,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30216,1,20011020,小野輝彦,オノ　テルヒコ,小野輝,3,新潟,19750220,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30217,1,20081207,小林俊彦,コバヤシ　トシヒコ,小林俊,3,岩手,19650326,2008,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30218,1,20020915,沼沢英知,ヌマザワ　ヒデトモ,沼沢英,3,北海,19670705,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30219,1,20030524,上松瀬竜一,カミマツセ　リユウイチ,上松瀬,3,愛知,19790513,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30220,1,20011201,深見明宏,フカミ　アキヒロ,深見明,3,愛知,19671124,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30221,1,19991120,菅原雅文,スガワラ　マサフミ,菅原雅,3,岩手,19731218,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30222,1,20010922,星野純一,ホシノ　ジュンイチ,星野純,3,北海,19731006,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30223,1,20040626,西康志,ニシ　ヤスシ,西康志,3,岩手,19631009,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30224,1,20101003,斉藤正弘,サイトウ　マサヒロ,斉藤正,3,北海,19720203,2010,0,,最初から無理に行かない。流れを見るタイプ,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30225,1,20020316,斉藤誠,サイトウ　マコト,斉藤誠,3,高崎,19620307,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30226,1,20040920,仙道光男,センドウ　ミツオ,仙道光,3,笠松,19591103,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30227,1,20120729,川島雅人,カワシマ　マサト,川島雅,3,北海,19730225,2012,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30228,1,20110821,川島洋人,カワシマ　ヒロト,川島洋,3,北海,19701209,2011,0,,確り馬群捌けるし、かなり強めに追える,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30229,1,20060805,川野幸治,カワノ　コウジ,川野幸,3,佐賀,19720308,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30230,0,20031109,前野幸一,マエノ　コウイチ,前野幸,3,上山,19640706,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30231,1,20091101,村松学,ムラマツ　マナブ,村松学,3,岩手,19770120,2009,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30232,1,20020824,大枝幹也,オオエダ　ミキヤ,大枝幹,3,上山,19601108,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30233,1,19990822,大沢信夫,オオサワ　ノブオ,大沢信,3,新潟,19690323,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30234,0,20070602,大塚研司,オオツカ　ケンジ,大塚研,3,笠松,19760317,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30235,1,20031012,沢田盛夫利,サワダ　サオリ,沢田盛,3,岩手,19710116,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30236,1,20050911,竹内仁志,タケウチ　ヒトシ,竹内仁,3,北海,19691011,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30237,0,20080119,中越豊光,ナカゴシ　トヨミツ,中越豊,3,兵庫,19741108,2008,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30238,1,20060909,中村裕司,ナカムラ　ユウジ,中村裕,3,北海,19820119,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30239,1,19990829,中島裕明,ナカシマ　ヒロアキ,中島裕,3,荒尾,19761223,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30240,1,20130324,張田京,ハリタ　タカシ,張田京,3,船橋,19640327,2013,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30241,0,20031109,長橋秀樹,ナガハシ　ヒデキ,長橋秀,3,上山,19711222,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30242,1,19990918,長山光則,ナガヤマ　ミツノリ,長山光,3,北海,19740207,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30243,1,20020324,長谷川太行,ハセガワ　モトユキ,長谷川,3,笠松,19730224,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30244,1,20020331,渡辺正彦,ワタナベ　マサヒコ,渡辺正,3,岩手,19670101,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30245,1,20050904,渡辺壮,ワタナベ　タケシ,渡辺壮,3,金沢,19680107,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30246,1,19991127,東真市,ヒガシ　シンイチ,東真市,3,佐賀,19720116,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30247,0,20170128,東川公則,ヒガシカワ　マサノリ,東川公,3,笠松,19690906,2017,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30248,1,19990221,藤原良一,フジハラ　リョウイチ,藤原良,3,愛知,19711104,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30249,1,20050903,藤倉寛幸,フジクラ　ヒロユキ,藤倉寛,3,北海,19711222,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30250,1,20010826,堂山直樹,ドウヤマ　ナオキ,堂山直,3,北海,19721004,2001,0,,気性悪い馬ながらもスムーズに持ってきた,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30251,1,20000930,徳江涼,トクエ　リョウ,徳江涼,3,高崎,19770227,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30252,1,20010120,内沢信昭,ウチザワ　ノブアキ,内沢信,3,愛知,19560819,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30253,0,20070630,内田利雄,ウチダ　トシオ,内田利,3,兵庫,19611005,2007,0,,このところ中央で有力馬への騎乗目立つ,20021028,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30254,0,20070211,南郷家全,ナンゴウ　カゼン,南郷家,3,岩手,19770322,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30255,1,20030921,平松徳彦,ヒラマツ　ノリヒコ,平松徳,3,兵庫,19621217,2003,0,,未知な部分多い。,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30256,1,20010923,米川昇,ヨネカワ　ノボル,米川昇,3,北海,19600327,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30257,1,20010513,米田弘一,ヨネダ　コウイチ,米田弘,3,高崎,19730402,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30258,1,19990725,米田真由美,ヨネダ　マユミ,米田真,3,高崎,19740227,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30259,1,20050827,北村欣也,キタムラ　キンヤ,北村欣,3,佐賀,19640905,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30260,0,20090228,牧野孝光,マキノ　タカミツ,牧野孝,3,荒尾,19640114,2009,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30261,1,20041211,茂呂菊次郎,モロ　キクジロウ,茂呂菊,3,高崎,19620227,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30262,1,19991204,矢菅清志,ヤスゲ　キヨシ,矢菅清,3,高崎,19650517,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30263,1,20080510,矢内博,ヤウチ　ヒロシ,矢内博,3,船橋,19560110,2008,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30264,0,20040515,鈴木正,スズキ　タダシ,鈴木正,3,栃木,19610912,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30265,1,19990530,圓田修,マルタ　オサム,圓田修,3,愛知,19570825,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30266,1,20000220,唐津洋介,カラツ　ヨウスケ,唐津洋,3,笠松,19781101,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30267,1,20010203,石川浩文,イシカワ　ヒロフミ,石川浩,3,佐賀,19630118,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30268,1,20111120,赤木高太郎,アカギ　コウタロウ,赤木高,2,,19700121,2004,0,,常に内を突くので不利受ける危険あり,20070723,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30269,1,20000917,高木健,タカギ　ケン,高木健,3,笠松,19641116,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30270,1,20010506,小林真治,コバヤシ　シンジ,小林真,3,浦和,19600306,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30271,1,20110702,北野真弘,キタノ　マサヒロ,北野真,3,兵庫,19690829,2011,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30272,0,20220827,山口勲,ヤマグチ　イサオ,山口勲,3,佐賀,19700328,2022,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30373,0,20170212,今野忠成,コンノ　タダナリ,今野忠,3,川崎,19770304,2017,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30374,1,20000423,赤見千尋,アカミ　チヒロ,赤見千,3,高崎,19780202,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30375,1,20000423,満田英樹,ミツダ　ヒデキ,満田英,3,愛知,19811214,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30376,1,20000423,小野敦,オノ　アツシ,小野敦,3,愛知,19720109,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30377,1,20060917,中川雅之,ナカガワ　マサユキ,中川雅,3,金沢,19630131,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30378,1,20231231,柴山雄一,シバヤマ　ユウイチ,柴山雄,1,,19780219,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30379,1,20050521,竹下太,タケシタ　フトシ,竹下太,3,愛知,19630329,2005,0,,１鞍しか見ていないがコーナーリング上手で,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30380,0,20240511,加藤和博,カトウ　カズヒロ,加藤博,3,浦和,19760925,2024,0,,中央馬の騎乗なく、まだわからない,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30381,1,20040328,秋田実,アキタ　ミノル,秋田実,3,船橋,19580614,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30382,0,20050918,吉田隆二,ヨシダ　リユウジ,吉田隆,3,荒尾,19651031,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30383,1,20060812,権藤学,ゴンドウ　マナブ,権藤学,3,佐賀,19731011,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30384,1,20100814,山下貴光,ヤマシタ　タカミツ,山下貴,3,佐賀,19710915,2010,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30385,1,20000819,細原邦央,ホソハラ　クニオ,細原邦,3,荒尾,19820216,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30386,1,20001104,山本裕次郎,ヤマモト　ユウジロウ,山本裕,3,岩手,19741215,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30387,0,20141109,木村健,キムラ　タケシ,木村健,3,兵庫,19750816,2014,0,,現状ではわからず,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30388,0,20080517,桑野等,クワノ　ヒトシ,桑野等,3,金沢,19640209,2008,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30389,1,20001104,鈴木勝,スズキ　マサル,鈴木勝,3,上山,19800313,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30390,1,20001104,菅原幸弘,スガワラ　ユキヒロ,菅原幸,3,岩手,19760929,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30391,1,20001111,保利良平,ホリ　リヨウヘイ,保利良,3,兵庫,19780627,2000,0,,まだわからず,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30392,1,20041003,蔵重浩一郎,クラシゲ　コウイチロウ,蔵重浩,3,金沢,19711210,2004,0,,地方馬の騎乗しかなく判断つかず,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30393,0,20200320,佐藤友則,サトウ　トモノリ,佐藤友,3,笠松,19820323,2020,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30394,0,20200223,繁田健一,シゲタ　ケンイチ,繁田健,3,浦和,19810111,2020,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30395,1,20080705,松平幸秀,マツヒラ　ユキヒデ,松平幸,3,兵庫,19690331,2008,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30396,1,20010204,岡村裕基,オカムラ　ヒロキ,岡村裕,3,川崎,19710316,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30397,1,20030809,安東章,アンドウ　アキラ,安東章,3,佐賀,19720604,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30398,1,20010303,田中浩晃,タナカ　ヒロアキ,田中浩,3,愛知,19770106,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30399,0,20040201,高山伸一,タカヤマ　シンイチ,高山伸,3,荒尾,19641013,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30400,1,20031116,藤川洋一郎,フジカワ　ヨウイチロウ,藤川洋,3,金沢,19740128,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30401,1,20010617,森田直哉,モリタ　ナオヤ,森田直,3,佐賀,19791024,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30402,1,20011104,須田英之,スダ　ヒデユキ,須田英,3,上山,19690127,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30403,0,20050710,佐藤博紀,サトウ　ヒロノリ,佐藤博,3,川崎,19790618,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30404,0,20110213,松浦政宏,マツウラ　マサヒロ,松浦政,3,兵庫,19731201,2011,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30405,1,20010603,久保秀男,クボ　ヒデオ,久保秀,3,川崎,19630313,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30406,0,20250830,服部茂史,ハットリ　タカフミ,服部茂,3,北海,19760314,2025,0,,芝と相性が悪いのか芝に慣れてないのか,20020815,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30407,0,20040229,鈴木義久,スズキ　ヨシヒサ,鈴木義,3,上山,19751010,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30408,1,20020804,井上悦児,イノウエ　エツジ,井上悦,3,佐賀,19760117,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30409,1,20010721,小野寺功,オノデラ　イサオ,小野功,3,岩手,19710427,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30410,1,20010805,根岸良昌,ネギシ　ヨシマサ,根岸良,3,高崎,19681121,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30411,1,20040808,新原健伸,ニイハラ　ケンシン,新原健,3,佐賀,19780111,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30412,1,20010819,山本登志彦,ヤマモト　トシヒコ,山本登,3,金沢,19680429,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30413,0,20030809,新町充寿,シンマチ　ミツヒサ,新町充,3,荒尾,19780329,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30414,0,20130428,村上忍,ムラカミ　シノブ,村上忍,3,岩手,19770204,2013,0,,騎乗が雑でワンメソッド気味,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30415,1,20020914,板倉範明,イタクラ　ノリアキ,板倉範,3,北海,19810702,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30416,0,20100529,米倉知,ヨネクラ　サトシ,米倉知,3,金沢,19751126,2010,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30417,0,20040306,大木義一,オオキ　ヨシカズ,大木義,3,足利,19700508,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30418,0,20240810,吉原寛人,ヨシハラ　ヒロト,吉原寛,3,金沢,19831026,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30419,1,20011111,葛山晃平,カツラヤマ　コウヘイ,葛山晃,3,岩手,19791207,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30420,0,20130707,吉田晃浩,ヨシダ　アキヒロ,吉田晃,3,金沢,19811027,2013,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30421,1,20020503,青山裕一,アオヤマ　ユウイチ,青山裕,3,兵庫,19800929,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30422,0,20190526,永島太郎,ナガシマ　タロウ,永島太,3,兵庫,19740128,2019,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30423,1,20011209,田辺弘,タナベ　ヒロシ,田辺弘,3,笠松,19750209,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30424,1,20011216,上川将幸,カミカワ　カツユキ,上川将,3,兵庫,19741112,2001,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30425,0,20041031,平沢則雄,ヒラサワ　ノリオ,平沢則,3,栃木,19571121,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30426,1,20020106,丸山弘之,マルヤマ　ヒロユキ,丸山弘,3,高崎,19580201,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30427,1,20021020,三上智也,ミカミ　トモヤ,三上智,3,足利,19740710,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30428,1,20070210,小牧毅,コマキ　ツヨシ,小牧毅,3,兵庫,19710413,2007,0,,まだまだ太との差は縮まらず,20021225,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30429,1,20020602,丹羽克輝,ニワ　カツキ,丹羽克,3,愛知,19590316,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30430,1,20020622,米田幸治,ヨネダ　コウジ,米田幸,3,,19670926,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30431,1,20020713,五十嵐恭平,イガラシ　キョウヘイ,五十恭,3,上山,19831206,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30432,0,20260124,下原理,シモハラ　オサム,下原理,3,兵庫,19770903,2026,0,,,,,0.0,0.0,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30433,0,20230813,倉富隆一郎,クラトミ　リユウイチロウ,倉富隆,3,佐賀,19790425,2023,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30434,1,20020803,尾林幸彦,オバヤシ　ユキヒコ,尾林幸,3,中津,19630317,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30435,1,20020811,福元弘二,フクモト　コウジ,福元弘,3,高崎,19751201,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30436,0,20051009,平瀬城久,ヒラセ　クニヒサ,平瀬城,3,金沢,19790221,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30437,1,20021013,堀場裕充,ホリバ　ヒロミツ,堀場裕,3,金沢,19761011,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30438,1,20021130,渡瀬和幸,ワタセ　カズユキ,渡瀬和,3,兵庫,19791106,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30439,1,00000000,原口義史,ハラグチ　ヨシフミ,原口義,3,佐賀,19800217,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30440,1,20030202,沖野耕二,オキノ　コウジ,沖野耕,3,川崎,19680402,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30441,1,20030302,湯浅淳一,ユアサ　ジユンイチ,湯浅淳,3,船橋,19670428,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30442,0,20240907,森泰斗,モリ　タイト,森泰斗,3,船橋,19810111,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30443,1,20030524,宇佐美亨,ウサミ　トオル,宇佐美,3,愛知,19820419,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30444,1,20030427,古川彰,フルカワ　アキラ,古川彰,3,笠松,19710321,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30445,0,20041011,秋元耕成,アキモト　コウセイ,秋元耕,3,浦和,19800818,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30446,0,20080607,岡田大,オカダ　ダイ,岡田大,3,浦和,19780704,2008,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30447,1,20101219,加藤和義,カトウ　カズヨシ,加藤義,3,金沢,19771028,2010,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
